Price,Address,Metro,Summary,General Information,Building Information
263 730 180 ₽,"Москва, ЦАО, р-н Пресненский, Гранатный пер., 6",Тверская,"163,5 м²;Общая;15 м²;Кухня;1 из 9;Этаж;2010;Построен","Тип жилья;Вторичка;Высота потолков;3,3 м;Санузел;3 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2010;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;1 пасс., 1 груз.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет;Парковка;Подземная"
21 500 000 ₽,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 14К2",Киевская,49 м²;Общая;39 м²;Жилая;4 из 8;Этаж,Тип жилья;Вторичка;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт;Вид из окон;Во двор,Год постройки;1965;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное
15 510 000 ₽,"Москва, СВАО, р-н Алексеевский, Ярославская ул., 17",ВДНХ,"51,7 м²;Общая;35,1 м²;Жилая;6 м²;Кухня;3 из 5;Этаж;1964;Построен",Тип жилья;Вторичка;Планировка;Смежная;Санузел;1 раздельный;Балкон/лоджия;2 балкона;Ремонт;Косметический;Вид из окон;Во двор,Год постройки;1964;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное
90 000 000 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, Староволынская ул., 12к3",Славянский бульвар,156 м²;Общая;97 м²;Жилая;17 из 23;Этаж,"Тип жилья;Вторичка;Санузел;2 совмещенных, 1 раздельный;Ремонт;Евроремонт;Вид из окон;На улицу","Год постройки;2010;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет"
67 465 860 ₽,"Москва, ЦАО, р-н Хамовники, Гагаринский пер., 28",Смоленская,110 м²;Общая;60 м²;Жилая;16 м²;Кухня;4 из 4;Этаж;1910;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;20-20-20 м²;Высота потолков;3,8 м;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Тип дома;Кирпичный;Лифты;Есть;Парковка;Открытая
12 900 000 ₽,"Москва, ВАО, р-н Сокольники, 3-я Рыбинская ул., 21К1",Сокольники,"37 м²;Общая;16,6 м²;Жилая;8 м²;Кухня;8 из 12;Этаж;1974;Построен",Тип жилья;Вторичка;Балкон/лоджия;1 лоджия;Ремонт;Косметический;Вид из окон;На улицу,"Год постройки;1974;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть"
388 800 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Волхонка, 9С1",Кропоткинская,486 м²;Общая;3 из 3;Этаж;1850;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;1850;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;1;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное
260 000 000 ₽,"Москва, ЦАО, р-н Хамовники, пер. Коробейников, 1",Парк Культуры,160 м²;Общая;3 из 6;Этаж;2006;Построен,"Тип жилья;Вторичка;Высота потолков;2,8 м;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;2006;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;9;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть
14 200 000 ₽,"Москва, ЮАО, р-н Даниловский, 5-я Кожуховская ул., 10",Автозаводская,"40,1 м²;Общая;26,5 м²;Жилая;5,2 м²;Кухня;4 из 9;Этаж;1959;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский,Год постройки;1959;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное
25 000 000 ₽,"Москва, ЦАО, р-н Красносельский, Краснопрудная ул., 1",Комсомольская,"83,1 м²;Общая;6,4 м²;Кухня;9 из 9;Этаж;1961;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский,Год постройки;1961;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное
